student_id,student_level,international_status,program_category,semester_stage,semester,program_total_credits,credits,part_time_enrollment,scholarships,financial_aid,area_of_interest,research,academic_advisor,date_of_birth,age,SSN,nationality,place_of_birth,on_campus_work
SSCD_034,Undergraduate,International,Engineering,Fall,6,120,15,No,"Athlete, General",Not Eligible,Smart Infrastructure,Dr. Daniel Brooks,Casey Alvarez,2006-04-24,19,,Indian,Hyderabad,Yes
SSCD_144,Graduate,Domestic,General,Spring,1,36,9,,"Merit, In-State, General","Institutional Grant, In-State Grant",Public Policy,Dr. Ava Greene,Dr. Ava Greene,2000-11-04,25,327-35-8541,American,Texas,Yes
SSCD_001,Graduate,Domestic,Engineering,Fall,1,36,9,,"Alumni, Athlete, In-State, General",Direct Subsidized Loan,IoT Systems,Dr. Keira Johnson,Dr. Helena Fischer,2002-05-18,23,238-69-3977,American,Texas,Yes
SSCD_632,Undergraduate,International,Arts,Spring,7,120,15,No,General,Not Eligible,"Visual Design, Art Therapy",,Jamie Kim,2004-06-26,21,305-26-9837,Indian,Hyderabad,Yes
SSCD_786,Graduate,International,Computer Science,Fall,1,33,9,No,General,Not Eligible,"Artificial Intelligence, Blockchain","Dr. Maya Iyer, Dr. Noah Williams",Dr. Daniel Cho,1996-07-10,29,750-69-5951,Indian,Hyderabad,Yes
SSCD_591,Undergraduate,International,Business,Fall,2,120,12,No,"Merit, General",Not Eligible,"Supply Chain, Financial Risk","Dr. Victor Nguyen, Dr. Chloe Martin",Chris Dawson,2005-02-14,20,,French,Marseille,Yes
SSCD_194,Undergraduate,International,Data Science,Spring,2,120,15,No,General,Not Eligible,"MLOps, Healthcare Analytics, Big Data Analytics","Dr. Grace Kim, Dr. Elena Petrova, Dr. Jacob Stein",Samantha Reed,2008-01-10,17,,Indian,Hyderabad,No
SSCD_569,Undergraduate,Domestic,Data Science,Fall,6,120,12,,General,,Statistical Learning,Dr. Benjamin Ortiz,Jordan Nguyen,2004-08-04,21,236-69-9702,American,North Carolina,Yes
SSCD_938,Graduate,Domestic,Business,Fall,4,33,9,,"In-State, General",In-State Grant,Entrepreneurship,Dr. Isabella Rossi,Dr. Vanessa Cole,2003-01-23,22,332-56-3939,American,Texas,Yes
SSCD_474,Undergraduate,Domestic,Engineering,Fall,1,120,9,,"Alumni, Merit, In-State, General","State Grant, In-State Grant",IoT Systems,Dr. Keira Johnson,Taylor Johnson,2004-04-24,21,371-60-3144,American,Texas,Yes
SSCD_166,Graduate,Domestic,General,Fall,1,36,9,,"Alumni, In-State, General",Direct Subsidized Loan,Public Policy,Dr. Ava Greene,Dr. Ava Greene,1998-11-15,27,651-79-4613,American,Texas,Yes
SSCD_977,Graduate,Domestic,Business,Spring,3,33,9,,"In-State, General",,FinTech,Dr. Natalie Cooper,Dr. Rakesh Iyer,2001-06-26,24,712-15-8078,American,Texas,Yes
SSCD_245,Undergraduate,International,Engineering,Fall,1,120,15,No,General,Not Eligible,Renewable Energy,Dr. Hannah Fischer,Casey Alvarez,2007-09-14,18,,Chinese,Guangzhou,No
SSCD_495,Graduate,Domestic,Data Science,Fall,1,36,9,,"In-State, General",In-State Grant,"Statistical Learning, Big Data Analytics","Dr. Benjamin Ortiz, Dr. Jacob Stein",Dr. Priyanka Shah,1997-10-04,28,508-52-5564,American,Texas,Yes
SSCD_455,Undergraduate,Domestic,Arts,Spring,2,120,9,,General,,"Film Studies, Creative Writing, Digital Media","Dr. Leila Haddad, Dr. Marcus Thompson, Dr. Yuna Sato",Jamie Kim,2004-10-07,21,495-94-3492,American,Washington,Yes
SSCD_091,Undergraduate,Domestic,Engineering,Spring,2,120,12,,General,,"Smart Infrastructure, Biomedical Engineering","Dr. Daniel Brooks, Dr. Fatima Ali",Taylor Johnson,2006-02-14,19,954-20-8705,American,New York,Yes
SSCD_350,Undergraduate,Domestic,Arts,Fall,5,120,12,,"In-State, General",,"Visual Design, Creative Writing",Dr. Marcus Thompson,Jamie Kim,2005-02-04,20,,American,Texas,No
SSCD_178,Undergraduate,Domestic,Engineering,Fall,1,120,9,,"Merit, In-State, General",Work Study,Robotics,Dr. Rohan Mehta,Casey Alvarez,2008-11-19,17,,American,Texas,No
SSCD_130,Undergraduate,International,General,Spring,8,120,12,No,General,Not Eligible,Interdisciplinary Research,,Quinn Harper,2004-08-30,21,,Indian,Hyderabad,No
SSCD_744,Graduate,Domestic,General,Spring,1,36,9,,"Athlete, In-State, General","Institutional Grant, In-State Grant","Interdisciplinary Research, Education Systems, Environmental Studies",,Dr. Ava Greene,2003-10-06,22,755-98-4598,American,Texas,Yes
SSCD_930,Graduate,Domestic,Business,Fall,4,33,9,,"In-State, General",In-State Grant,Corporate Strategy,Dr. Samuel Reed,Dr. Vanessa Cole,1996-09-01,29,172-97-4824,American,Texas,Yes
SSCD_675,Undergraduate,International,Data Science,Fall,7,120,12,No,"Athlete, General",Not Eligible,MLOps,Dr. Grace Kim,Jordan Nguyen,2008-09-28,17,,Indian,Delhi,No
SSCD_571,Undergraduate,Domestic,Business,Fall,3,120,12,,General,,"Marketing Analytics, Corporate Strategy, Financial Risk","Dr. Andrew Patel, Dr. Samuel Reed, Dr. Chloe Martin",Chris Dawson,2008-12-30,17,,American,California,No
SSCD_205,Undergraduate,Domestic,Engineering,Fall,3,120,12,,General,,"Biomedical Engineering, Robotics","Dr. Fatima Ali, Dr. Rohan Mehta",Taylor Johnson,2005-03-12,20,494-83-4114,American,Florida,Yes
SSCD_867,Graduate,Domestic,Data Science,Spring,4,36,9,,"Alumni, In-State, General",State Grant,Predictive Modeling,Dr. Aisha Rahman,Dr. Priyanka Shah,1998-07-04,27,491-14-8711,American,Texas,Yes
SSCD_561,Undergraduate,Domestic,Business,Fall,2,120,15,,"Merit, Veteran, In-State, General","Pell Grant, Institutional Grant","FinTech, Financial Risk","Dr. Natalie Cooper, Dr. Chloe Martin",Morgan Ellis,2006-05-28,19,559-27-7912,American,Texas,Yes
SSCD_857,Undergraduate,Domestic,Arts,Fall,4,120,12,,General,,Creative Writing,Dr. Marcus Thompson,Avery Thompson,2007-11-26,18,,American,Georgia,No
SSCD_235,Undergraduate,Domestic,Data Science,Fall,3,120,12,,General,,"Financial Analytics, Statistical Learning, Predictive Modeling","Dr. Omar Hassan, Dr. Benjamin Ortiz, Dr. Aisha Rahman",Jordan Nguyen,2007-10-26,18,,American,California,No
SSCD_735,Undergraduate,Domestic,Data Science,Fall,4,120,9,,"In-State, General",,Financial Analytics,Dr. Omar Hassan,Jordan Nguyen,2008-07-17,17,,American,Texas,No
SSCD_998,Graduate,International,General,Fall,2,36,9,No,General,Not Eligible,"Public Policy, Interdisciplinary Research, Environmental Studies",Dr. Ava Greene,Dr. Ava Greene,1999-03-22,26,342-58-6881,Indian,Pune,Yes
SSCD_218,Graduate,Domestic,Data Science,Spring,1,36,9,,General,,Big Data Analytics,Dr. Jacob Stein,Dr. Priyanka Shah,1997-11-09,28,961-91-9317,American,Washington,Yes
SSCD_271,Graduate,Domestic,Engineering,Fall,4,36,12,,"In-State, General",,Renewable Energy,Dr. Hannah Fischer,Dr. Omar Farouk,2003-12-17,22,978-30-6403,American,Texas,Yes
SSCD_348,Undergraduate,Domestic,Data Science,Fall,6,120,15,,"In-State, General",,Statistical Learning,Dr. Benjamin Ortiz,Jordan Nguyen,2005-05-26,20,498-84-1320,American,Texas,Yes
SSCD_504,Undergraduate,International,Data Science,Fall,6,120,15,No,"Merit, General",Not Eligible,"Financial Analytics, Healthcare Analytics","Dr. Omar Hassan, Dr. Elena Petrova",Samantha Reed,2006-10-26,19,802-57-9920,Indian,Hyderabad,Yes
SSCD_673,Undergraduate,Domestic,Business,Spring,3,120,12,,"Veteran, In-State, General",State Grant,Entrepreneurship,Dr. Isabella Rossi,Chris Dawson,2004-07-23,21,940-10-5634,American,Texas,Yes
SSCD_795,Undergraduate,Domestic,Data Science,Fall,1,120,9,,"In-State, General",Direct Unsubsidized Loan,"Big Data Analytics, Healthcare Analytics","Dr. Jacob Stein, Dr. Elena Petrova",Jordan Nguyen,2006-03-09,19,316-82-6155,American,Texas,Yes
SSCD_984,Undergraduate,Domestic,Data Science,Fall,1,120,9,,General,,"Big Data Analytics, Healthcare Analytics","Dr. Jacob Stein, Dr. Elena Petrova",Samantha Reed,2004-08-20,21,985-18-5573,American,California,Yes
SSCD_458,Graduate,Domestic,Data Science,Spring,1,36,9,,"In-State, General",,Predictive Modeling,Dr. Aisha Rahman,Dr. Marcus Lin,2003-07-25,22,516-72-8886,American,Texas,Yes
SSCD_909,Undergraduate,Domestic,Business,Fall,7,120,9,,General,,"Corporate Strategy, Marketing Analytics, Financial Risk","Dr. Samuel Reed, Dr. Andrew Patel, Dr. Chloe Martin",Morgan Ellis,2005-09-23,20,,American,New York,Yes
SSCD_359,Undergraduate,International,Engineering,Fall,8,120,9,Yes,General,Not Eligible,Biomedical Engineering,Dr. Fatima Ali,Taylor Johnson,2006-03-19,19,,Indian,Hyderabad,Yes
SSCD_605,Undergraduate,Domestic,Business,Fall,4,120,12,,"In-State, General",In-State Grant,Corporate Strategy,Dr. Samuel Reed,Morgan Ellis,2005-12-21,20,,American,Texas,No
SSCD_708,Undergraduate,Domestic,Business,Spring,7,120,15,,"In-State, General",In-State Grant,"Marketing Analytics, Entrepreneurship, Supply Chain","Dr. Andrew Patel, Dr. Isabella Rossi, Dr. Victor Nguyen",Morgan Ellis,2004-09-06,21,986-29-8316,American,Texas,Yes
SSCD_696,Undergraduate,Domestic,Data Science,Fall,8,120,6,,General,,MLOps,Dr. Grace Kim,Samantha Reed,2004-12-02,21,112-63-9031,American,Arizona,Yes
SSCD_449,Graduate,Domestic,General,Fall,2,36,9,,"In-State, General",In-State Grant,"Interdisciplinary Research, Environmental Studies",,Dr. Ava Greene,2001-08-21,24,162-50-1936,American,Texas,Yes
SSCD_177,Undergraduate,Domestic,Business,Fall,1,120,9,,"Veteran, In-State, General",State Grant,FinTech,Dr. Natalie Cooper,Morgan Ellis,2008-08-11,17,,American,Texas,No
SSCD_116,Undergraduate,Domestic,Data Science,Fall,6,120,9,,General,,MLOps,Dr. Grace Kim,Jordan Nguyen,2008-09-03,17,,American,Colorado,No
SSCD_134,Undergraduate,Domestic,General,Fall,8,120,9,,General,,"Environmental Studies, Interdisciplinary Research, Public Policy",Dr. Ava Greene,Riley Bennett,2007-09-22,18,,American,Ohio,No
SSCD_507,Undergraduate,International,Data Science,Fall,4,120,12,No,General,Not Eligible,"Statistical Learning, Financial Analytics","Dr. Benjamin Ortiz, Dr. Omar Hassan",Samantha Reed,2004-09-24,21,243-15-1609,Indian,Hyderabad,Yes
SSCD_345,Graduate,International,Computer Science,Fall,3,33,9,No,"Alumni, General",Not Eligible,Artificial Intelligence,Dr. Maya Iyer,Dr. Daniel Cho,1998-02-24,27,396-51-2965,Mexican,Mexico City,Yes
SSCD_378,Undergraduate,Domestic,Engineering,Fall,2,120,9,,General,,Smart Infrastructure,Dr. Daniel Brooks,Casey Alvarez,2008-01-15,17,,American,Arizona,No
SSCD_423,Graduate,Domestic,Engineering,Fall,4,36,9,,"In-State, General",Pell Grant,"Smart Infrastructure, IoT Systems","Dr. Daniel Brooks, Dr. Keira Johnson",Dr. Omar Farouk,2001-01-27,24,,American,Texas,No
SSCD_556,Graduate,International,Computer Science,Fall,4,33,9,No,"Alumni, General",Not Eligible,Artificial Intelligence,Dr. Maya Iyer,Dr. Nisha Verma,2002-09-05,23,,Indian,Pune,No
SSCD_342,Undergraduate,International,Business,Fall,7,120,15,No,"Merit, General",Not Eligible,Marketing Analytics,Dr. Andrew Patel,Chris Dawson,2004-07-03,21,554-31-5906,French,Lyon,Yes
SSCD_845,Graduate,International,Computer Science,Fall,3,33,9,No,General,Not Eligible,"Cybersecurity, Machine Learning","Dr. Sofia Alvarez, Dr. Ethan Park",Dr. Nisha Verma,2002-03-10,23,,Indian,Hyderabad,Yes
SSCD_755,Undergraduate,Domestic,Engineering,Fall,3,120,15,,"Merit, In-State, General",Direct Unsubsidized Loan,"Biomedical Engineering, Embedded Systems","Dr. Fatima Ali, Dr. Miguel Santos",Taylor Johnson,2008-08-09,17,,American,Texas,No
SSCD_357,Graduate,International,Computer Science,Fall,2,33,9,No,"Merit, General",Not Eligible,Cybersecurity,Dr. Sofia Alvarez,Dr. Nisha Verma,2001-06-16,24,645-39-9196,Chinese,Shanghai,Yes
SSCD_008,Undergraduate,International,Engineering,Spring,8,120,9,Yes,General,Not Eligible,Robotics,Dr. Rohan Mehta,Taylor Johnson,2006-10-02,19,,Indian,Hyderabad,Yes
SSCD_326,Undergraduate,Domestic,Engineering,Fall,4,120,12,,General,,IoT Systems,Dr. Keira Johnson,Casey Alvarez,2004-04-05,21,787-92-5915,American,Florida,Yes
SSCD_564,Undergraduate,Domestic,Data Science,Spring,3,120,12,,General,,Predictive Modeling,Dr. Aisha Rahman,Jordan Nguyen,2008-03-14,17,,American,Arizona,No
SSCD_118,Graduate,Domestic,Data Science,Spring,4,36,6,,"Merit, Alumni, Athlete, In-State, General","State Grant, Direct Subsidized Loan, Work Study","MLOps, Statistical Learning","Dr. Grace Kim, Dr. Benjamin Ortiz",Dr. Priyanka Shah,1998-12-31,27,975-39-2654,American,Texas,Yes
SSCD_249,Graduate,Domestic,Engineering,Fall,4,36,9,,"In-State, General",In-State Grant,"IoT Systems, Biomedical Engineering, Embedded Systems","Dr. Keira Johnson, Dr. Fatima Ali, Dr. Miguel Santos",Dr. Helena Fischer,2002-10-01,23,971-51-3979,American,Texas,Yes
SSCD_545,Undergraduate,Domestic,Engineering,Fall,3,120,9,,"In-State, General",In-State Grant,IoT Systems,Dr. Keira Johnson,Taylor Johnson,2008-11-24,17,,American,Texas,No
SSCD_397,Graduate,International,Computer Science,Fall,4,33,6,Yes,"Athlete, Merit, General",Not Eligible,Human-Computer Interaction,Dr. Priya Nandakumar,Dr. Daniel Cho,2001-02-05,24,639-95-6053,Indian,Mumbai,Yes
SSCD_111,Undergraduate,International,Engineering,Fall,3,120,15,No,General,Not Eligible,"Robotics, Smart Infrastructure","Dr. Rohan Mehta, Dr. Daniel Brooks",Taylor Johnson,2008-07-19,17,,Indian,Kolkata,No
SSCD_316,Undergraduate,Domestic,Engineering,Spring,2,120,9,,General,,Renewable Energy,Dr. Hannah Fischer,Taylor Johnson,2008-08-19,17,,American,Georgia,Yes
SSCD_712,Undergraduate,Domestic,General,Spring,7,120,9,,"In-State, General","Direct Subsidized Loan, Work Study, Institutional Grant","Social Justice, Public Policy",Dr. Ava Greene,Quinn Harper,2005-06-25,20,448-33-1841,American,Texas,Yes
SSCD_830,Undergraduate,Domestic,Data Science,Spring,3,120,9,,"In-State, General",,"Predictive Modeling, Healthcare Analytics","Dr. Aisha Rahman, Dr. Elena Petrova",Jordan Nguyen,2008-02-15,17,,American,Texas,No
SSCD_448,Undergraduate,Domestic,Data Science,Fall,7,120,12,,"In-State, General",,Financial Analytics,Dr. Omar Hassan,Samantha Reed,2008-09-23,17,,American,Texas,No
SSCD_482,Graduate,Domestic,Business,Spring,3,33,9,,General,,Financial Risk,Dr. Chloe Martin,Dr. Rakesh Iyer,2001-08-21,24,458-49-4728,American,Ohio,Yes
SSCD_484,Undergraduate,International,Arts,Spring,2,120,12,No,General,Not Eligible,Film Studies,Dr. Leila Haddad,Avery Thompson,2005-02-13,20,,Indian,Hyderabad,No
SSCD_010,Undergraduate,Domestic,Engineering,Spring,3,120,12,,General,,Robotics,Dr. Rohan Mehta,Taylor Johnson,2006-07-01,19,669-11-9464,American,Ohio,Yes
SSCD_860,Graduate,International,Data Science,Spring,1,36,9,No,General,Not Eligible,"MLOps, Big Data Analytics, Healthcare Analytics","Dr. Grace Kim, Dr. Jacob Stein, Dr. Elena Petrova",Dr. Marcus Lin,2002-02-13,23,609-84-3344,Indian,Hyderabad,Yes
SSCD_420,Undergraduate,International,General,Fall,6,120,12,No,General,Not Eligible,"Environmental Studies, Education Systems",,Riley Bennett,2005-07-01,20,,Indian,Hyderabad,Yes
SSCD_340,Undergraduate,International,Data Science,Spring,7,120,12,No,"Alumni, Merit, General",Not Eligible,Healthcare Analytics,Dr. Elena Petrova,Jordan Nguyen,2004-10-17,21,193-77-4524,French,Marseille,Yes
SSCD_768,Undergraduate,Domestic,General,Fall,7,120,15,,General,,"Interdisciplinary Research, Public Policy, Community Development",Dr. Ava Greene,Riley Bennett,2004-03-28,21,885-57-3749,American,Washington,Yes
SSCD_216,Undergraduate,Domestic,Data Science,Spring,8,120,9,,General,,"Financial Analytics, Statistical Learning, Big Data Analytics","Dr. Omar Hassan, Dr. Benjamin Ortiz, Dr. Jacob Stein",Samantha Reed,2007-02-15,18,,American,Florida,No
SSCD_196,Undergraduate,Domestic,Business,Fall,8,120,6,,General,,Marketing Analytics,Dr. Andrew Patel,Morgan Ellis,2004-08-18,21,479-55-4432,American,California,Yes
SSCD_964,Graduate,International,Business,Fall,1,33,9,No,General,Not Eligible,Supply Chain,Dr. Victor Nguyen,Dr. Rakesh Iyer,1998-12-23,27,693-56-3153,Chinese,Beijing,Yes
SSCD_227,Graduate,International,Computer Science,Fall,2,33,9,No,General,Not Eligible,Cloud Computing,Dr. Liam Chen,Dr. Nisha Verma,2001-07-12,24,341-23-3399,Indian,Hyderabad,Yes
SSCD_925,Undergraduate,Domestic,Arts,Fall,6,120,15,,"In-State, General",In-State Grant,"Creative Writing, Digital Media, Art Therapy","Dr. Marcus Thompson, Dr. Yuna Sato",Avery Thompson,2006-03-03,19,546-72-1475,American,Texas,Yes
SSCD_232,Undergraduate,Domestic,Data Science,Fall,7,120,9,,"In-State, General",In-State Grant,"Predictive Modeling, Big Data Analytics","Dr. Aisha Rahman, Dr. Jacob Stein",Samantha Reed,2007-02-15,18,,American,Texas,No
SSCD_754,Graduate,Domestic,Engineering,Fall,3,36,9,,"In-State, General",,"Embedded Systems, Robotics, Renewable Energy","Dr. Miguel Santos, Dr. Rohan Mehta, Dr. Hannah Fischer",Dr. Helena Fischer,2001-09-01,24,230-89-9751,American,Texas,Yes
SSCD_365,Undergraduate,Domestic,Engineering,Spring,3,120,12,,"In-State, General",,"Embedded Systems, IoT Systems, Renewable Energy","Dr. Miguel Santos, Dr. Keira Johnson, Dr. Hannah Fischer",Casey Alvarez,2008-09-24,17,,American,Texas,No
SSCD_563,Undergraduate,Domestic,Arts,Fall,6,120,15,,"In-State, General",,Art Therapy,,Jamie Kim,2006-12-08,19,,American,Texas,No
SSCD_036,Undergraduate,Domestic,Data Science,Spring,1,120,12,,General,,Predictive Modeling,Dr. Aisha Rahman,Samantha Reed,2005-12-25,20,161-31-6039,American,Georgia,Yes
SSCD_760,Undergraduate,International,General,Spring,5,120,12,No,General,Not Eligible,Community Development,,Quinn Harper,2006-03-06,19,920-89-8538,Indian,Mumbai,Yes
SSCD_848,Undergraduate,International,Arts,Spring,1,120,15,No,General,Not Eligible,Cultural Studies,,Jamie Kim,2008-10-01,17,,Mexican,Mexico City,No
SSCD_222,Graduate,International,Computer Science,Spring,4,33,6,Yes,"Alumni, General",Not Eligible,"Machine Learning, Cybersecurity","Dr. Ethan Park, Dr. Sofia Alvarez",Dr. Nisha Verma,2001-02-21,24,778-37-1349,Vietnamese,Hanoi,Yes
SSCD_607,Graduate,Domestic,Data Science,Fall,1,36,9,,"In-State, General",,Big Data Analytics,Dr. Jacob Stein,Dr. Priyanka Shah,2003-07-07,22,726-93-9666,American,Texas,Yes
SSCD_067,Undergraduate,Domestic,General,Fall,1,120,9,,"Merit, Athlete, Alumni, In-State, General","Direct Subsidized Loan, Work Study","Public Policy, Social Justice",Dr. Ava Greene,Riley Bennett,2007-12-28,18,,American,Texas,No
SSCD_637,Undergraduate,Domestic,Engineering,Fall,1,120,9,,General,,"IoT Systems, Embedded Systems","Dr. Keira Johnson, Dr. Miguel Santos",Casey Alvarez,2006-07-13,19,671-63-4697,American,Illinois,Yes
SSCD_948,Undergraduate,International,General,Fall,2,120,15,No,General,Not Eligible,"Community Development, Environmental Studies, Public Policy",Dr. Ava Greene,Quinn Harper,2004-08-29,21,,Canadian,Vancouver,Yes
SSCD_472,Undergraduate,Domestic,Data Science,Fall,8,120,9,,"Veteran, In-State, General","Direct Unsubsidized Loan, Pell Grant",MLOps,Dr. Grace Kim,Samantha Reed,2004-11-16,21,,American,Texas,No
SSCD_453,Graduate,International,Data Science,Fall,3,36,9,No,General,Not Eligible,Big Data Analytics,Dr. Jacob Stein,Dr. Marcus Lin,2003-02-07,22,786-25-7730,Indian,Hyderabad,Yes
SSCD_859,Graduate,International,Computer Science,Fall,2,33,9,No,General,Not Eligible,Cybersecurity,Dr. Sofia Alvarez,Dr. Nisha Verma,1997-06-17,28,,Indian,Hyderabad,Yes
SSCD_519,Undergraduate,Domestic,Data Science,Spring,2,120,9,,"Athlete, In-State, General","Work Study, In-State Grant",Healthcare Analytics,Dr. Elena Petrova,Jordan Nguyen,2006-06-13,19,268-58-1035,American,Texas,Yes
SSCD_444,Undergraduate,Domestic,Engineering,Fall,3,120,15,,General,,Smart Infrastructure,Dr. Daniel Brooks,Taylor Johnson,2007-12-28,18,,American,Ohio,No
SSCD_366,Graduate,International,Computer Science,Spring,4,33,9,No,"Athlete, General",Not Eligible,Machine Learning,Dr. Ethan Park,Dr. Nisha Verma,2002-08-01,23,915-45-1920,French,Paris,Yes
SSCD_697,Graduate,International,Data Science,Spring,1,36,9,No,General,Not Eligible,MLOps,Dr. Grace Kim,Dr. Priyanka Shah,1999-01-20,26,167-26-5505,Indian,Hyderabad,Yes
SSCD_917,Graduate,International,Computer Science,Fall,2,33,9,No,"Athlete, Alumni, General",Not Eligible,"Cybersecurity, Blockchain","Dr. Sofia Alvarez, Dr. Noah Williams",Dr. Nisha Verma,1997-08-20,28,,Chinese,Beijing,Yes
SSCD_320,Undergraduate,International,Arts,Fall,1,120,12,No,General,Not Eligible,"Art Therapy, Digital Media",Dr. Yuna Sato,Jamie Kim,2004-02-22,21,176-70-5342,Indian,Pune,Yes
SSCD_734,Undergraduate,Domestic,Data Science,Fall,7,120,12,,"In-State, General",,Statistical Learning,Dr. Benjamin Ortiz,Samantha Reed,2006-04-29,19,336-25-4155,American,Texas,Yes
SSCD_634,Undergraduate,Domestic,Engineering,Fall,2,120,9,,"In-State, General",,"IoT Systems, Robotics","Dr. Keira Johnson, Dr. Rohan Mehta",Casey Alvarez,2008-01-23,17,,American,Texas,No
SSCD_749,Undergraduate,Domestic,General,Fall,4,120,12,,"In-State, General",,"Interdisciplinary Research, Social Justice, Environmental Studies",,Riley Bennett,2007-07-13,18,,American,Texas,No
SSCD_035,Undergraduate,Domestic,Business,Spring,8,120,6,,General,,"Entrepreneurship, Financial Risk, FinTech","Dr. Isabella Rossi, Dr. Chloe Martin, Dr. Natalie Cooper",Chris Dawson,2004-06-18,21,441-51-2713,American,Washington,Yes
SSCD_479,Undergraduate,Domestic,Arts,Fall,3,120,12,,"In-State, General",In-State Grant,"Creative Writing, Visual Design, Digital Media","Dr. Marcus Thompson, Dr. Yuna Sato",Jamie Kim,2006-03-21,19,823-37-2052,American,Texas,Yes
SSCD_593,Undergraduate,Domestic,Business,Spring,2,120,9,,General,,Entrepreneurship,Dr. Isabella Rossi,Chris Dawson,2008-08-17,17,,American,Ohio,No
SSCD_722,Undergraduate,Domestic,Data Science,Fall,3,120,9,,"In-State, General",Institutional Grant,Healthcare Analytics,Dr. Elena Petrova,Jordan Nguyen,2007-11-21,18,,American,Texas,Yes
SSCD_299,Undergraduate,Domestic,Business,Fall,8,120,9,,General,,Entrepreneurship,Dr. Isabella Rossi,Chris Dawson,2005-03-07,20,127-60-1444,American,Colorado,Yes
SSCD_534,Undergraduate,Domestic,Data Science,Fall,3,120,12,,"Merit, In-State, General","Work Study, Pell Grant, In-State Grant",Financial Analytics,Dr. Omar Hassan,Samantha Reed,2004-10-11,21,231-94-8787,American,Texas,Yes
SSCD_014,Undergraduate,International,Engineering,Spring,1,120,12,No,General,Not Eligible,IoT Systems,Dr. Keira Johnson,Taylor Johnson,2005-12-24,20,,Indian,Kolkata,Yes
SSCD_872,Graduate,International,Computer Science,Fall,1,33,9,No,General,Not Eligible,"Machine Learning, Cybersecurity","Dr. Ethan Park, Dr. Sofia Alvarez",Dr. Daniel Cho,2000-09-06,25,795-86-1857,Indian,Hyderabad,Yes
SSCD_686,Graduate,International,Computer Science,Fall,1,33,9,No,"Merit, General",Not Eligible,"Machine Learning, Cloud Computing, Artificial Intelligence","Dr. Ethan Park, Dr. Liam Chen, Dr. Maya Iyer",Dr. Nisha Verma,2000-08-14,25,436-28-1046,Chinese,Beijing,Yes
SSCD_128,Graduate,Domestic,Engineering,Fall,4,36,6,,General,,Biomedical Engineering,Dr. Fatima Ali,Dr. Omar Farouk,1996-01-26,29,796-24-9797,American,California,Yes
SSCD_450,Undergraduate,International,Engineering,Spring,4,120,12,No,General,Not Eligible,Robotics,Dr. Rohan Mehta,Taylor Johnson,2005-07-18,20,508-63-2557,Indian,Chennai,Yes
SSCD_131,Graduate,International,Computer Science,Fall,1,33,9,No,"Merit, General",Not Eligible,Human-Computer Interaction,Dr. Priya Nandakumar,Dr. Daniel Cho,1998-05-08,27,,Indian,Hyderabad,Yes
SSCD_970,Undergraduate,Domestic,Engineering,Fall,5,120,9,,"In-State, General","Direct Subsidized Loan, In-State Grant","IoT Systems, Renewable Energy","Dr. Keira Johnson, Dr. Hannah Fischer",Casey Alvarez,2006-08-04,19,916-43-6576,American,Texas,Yes
SSCD_251,Graduate,Domestic,Engineering,Fall,4,36,12,,General,,"Biomedical Engineering, Smart Infrastructure, Robotics","Dr. Fatima Ali, Dr. Daniel Brooks, Dr. Rohan Mehta",Dr. Helena Fischer,2002-10-04,23,,American,New York,No
SSCD_167,Undergraduate,Domestic,Business,Fall,2,120,12,,"In-State, General",,Entrepreneurship,Dr. Isabella Rossi,Chris Dawson,2004-07-29,21,165-53-1344,American,Texas,Yes
SSCD_954,Undergraduate,International,Arts,Spring,6,120,12,No,General,Not Eligible,Creative Writing,Dr. Marcus Thompson,Jamie Kim,2005-09-14,20,,Indian,Bangalore,Yes
SSCD_246,Graduate,International,Data Science,Spring,3,36,9,No,"Alumni, General",Not Eligible,Statistical Learning,Dr. Benjamin Ortiz,Dr. Marcus Lin,2001-01-14,24,,Indian,Hyderabad,Yes
SSCD_565,Undergraduate,Domestic,Engineering,Fall,8,120,6,,"Veteran, In-State, General","Work Study, In-State Grant","Robotics, IoT Systems","Dr. Rohan Mehta, Dr. Keira Johnson",Casey Alvarez,2004-02-09,21,296-34-9786,American,Texas,Yes
SSCD_248,Graduate,International,Engineering,Fall,1,36,9,No,General,Not Eligible,"Robotics, IoT Systems, Renewable Energy","Dr. Rohan Mehta, Dr. Keira Johnson, Dr. Hannah Fischer",Dr. Helena Fischer,1998-03-28,27,,Canadian,Vancouver,Yes
SSCD_309,Graduate,International,Computer Science,Fall,4,33,6,Yes,General,Not Eligible,Cybersecurity,Dr. Sofia Alvarez,Dr. Nisha Verma,1996-03-07,29,561-23-6626,Indian,Hyderabad,Yes
SSCD_294,Graduate,International,Data Science,Spring,1,36,9,No,General,Not Eligible,Predictive Modeling,Dr. Aisha Rahman,Dr. Priyanka Shah,1997-02-03,28,872-89-1815,Indian,Delhi,Yes
SSCD_013,Undergraduate,Domestic,Engineering,Fall,1,120,9,,"In-State, General",,Smart Infrastructure,Dr. Daniel Brooks,Casey Alvarez,2007-08-20,18,,American,Texas,No
SSCD_208,Undergraduate,Domestic,Data Science,Spring,7,120,12,,"In-State, General",,Statistical Learning,Dr. Benjamin Ortiz,Samantha Reed,2004-01-11,21,467-54-5333,American,Texas,Yes
